groupName,customereducationalqualification,spouseeducationalqualification,familymemberscount,age,everDefault,everNPA,groupSize,maxRelCatProp,casteSimilarityProp,occupationHomogeneity,ownAsset,maritalStatus,ownHouse,farmerCategory,totalLand,min_age,max_age,var_age,dif_age,avg_expenditure,min_familymemberscount,max_familymemberscount,avg_familymemberscount,var_familymemberscount,dif_familymemberscount,log_minTotalAssets,logMaxAssets,logAvgAssets,avg_totalLand,var_totalLand,ownAssetProp,marriedProp,ownHouseProp,landFarmerProp,branchNameLC1,categoryLC1,districtnameLC1,villagetypeLC1,villagetypeLC2,"('category', 'GEN')","('category', 'OBC')","('category', 'SC')","('category', 'ST')",logIncome,logExpend,casteHomogeneity
KHORSAM C1 G1,1,0.8,5.6,39.4,0,0,5,40,0.2,100,1,1,1,0,0,32,50,52.799999,18,3500,4,6,5.5999999,0.79999995,2,5.544068044,5.544068044,5.544068044,0,0,1,1,1,0,21,3,1,4.2,1.2,0.4,0.2,0,0.4,8.9871969,8.1605186,0
KHORSAM C2 G1,1,1,6.333333333,38.16666667,0,0,6,66.666664,0.16666667,100,1,1,1,0,0,33,45,22.566668,12,3916.6667,5,9,6.3333335,2.2666664,4,5.477121255,5.477121255,5.477121255,0,0,1,1,1,0,21,2.666666667,20.66666667,5,0,0,0.666666667,0.333333333,0,8.9871969,8.2940493,0
KHORSAM C3 G1,1,1,5.75,40.25,0,0,4,75,0.25,100,1,0.5,1,0,0,34,49,39.583332,15,3500,3,8,5.75,4.9166665,5,5.544068044,5.544068044,5.544068044,0,0,1,0.5,1,0,21,2,26,5,0,0.75,0,0,0.25,8.9871969,8.1605186,0
KHORSAM C6 G1,1,1,5,34.5,0,0,4,50,0.25,100,1,1,1,0,0,23,43,72.333344,20,3500,3,7,5,2.6666667,4,5.544068044,5.544068044,5.544068044,0,0,1,1,1,0,21,2,23,5,0,0.5,0.5,0,0,8.9871969,8.1605186,0
KHUJENPALI C1 G1,2.571428571,2.714285714,4.142857143,37.85714286,0,0,7,42.857143,0.14285715,28.571428,1,1,1,0.714285714,1.714285714,33,48,37.476189,15,2285.7144,4,5,4.1428571,0.14285713,1,4.672097858,5.511883361,5.304736644,1.7142857,0.23809522,1,1,1,0.71428573,18,3.285714286,16,5,0,0.428571429,0,0.571428571,0,8.9871969,7.6009026,0
KHUJENPALI C2 G2,1.666666667,1.666666667,5.166666667,33.16666667,0,0,6,83.333336,0.66666669,83.333336,1,1,1,1,3.666666667,25,43,50.966667,18,1833.3334,4,6,5.1666665,0.5666666,2,5.322219295,5.484299839,5.396489948,3.6666667,2.2666664,1,1,1,1,18,2.833333333,24.66666667,5,0,0,0.833333333,0.166666667,0,8.9871969,7.495542,0
KHUJENPALI C3 G1,1.666666667,1.333333333,3.666666667,31.33333333,0,0,6,83.333336,0.5,100,1,1,1,1,4.5,24,41,36.666668,17,1800,2,6,3.6666667,2.2666664,4,5.274284885,5.469822016,5.375377946,4.5,1.0999999,1,1,1,1,18,3.333333333,23.33333333,5,0,0,0.833333333,0,0.166666667,8.9871969,7.495542,0
KHUJENPALI C4 G2,1,1,4.428571429,40.125,0,0,8,75,0.375,87.5,1,1,1,1,4.857142857,32,53,72.696434,21,1814.2858,3,6,4.4285712,0.9523809,3,5.352182518,5.456366033,5.401400541,4.8571429,0.80952376,0.875,1,0.875,0.875,18,2.75,22,5,0,0,0.75,0.25,0,8.9871969,7.495542,0
KHUJENPALI C5 G1,1,1,4.5,40.2,0,0,5,80,0.80000001,60,1,1,1,1,4,30,50,73.200005,20,1800,3,5,4.5,1,2,5.40654018,5.45484486,5.421192468,4,1.3333333,0.80000001,1,0.80000001,0.80000001,18,3.4,33,5,0,0,0.8,0,0.2,8.9871969,7.495542,0
KHULIA C1 G1,1.666666667,1,4.5,38.16666667,0.166666667,0.166666667,6,83.333336,0.33333334,83.333336,1,0.833333333,1,0.666666667,1.666666667,23,48,94.96666,25,2050,3,6,4.5,1.0999999,3,4.903089987,5.176091259,5.031408464,1.6666666,0.26666665,1,0.83333331,1,0.66666669,16,2.5,15.16666667,1,3,0,0,0.833333333,0.166666667,9.0240107,7.6009026,0
KHULIA C10 G1,1.666666667,1,3.666666667,37.66666667,0,0,3,66.666664,0.66666669,33.333332,1,1,1,0.666666667,1.666666667,31,45,49.333336,14,1933.3334,3,4,3.6666667,0.33333331,1,4.903089987,5,4.970036789,1.6666666,0.33333331,1,1,1,0.66666669,16,3,17.33333333,2.333333333,2,0,0,0.666666667,0.333333333,9.0240107,7.6009026,0
KHULIA C2 G1,2.5,2.5,3.5,34.75,0,0,5,80,0.80000001,40,1,1,1,0.5,1.5,28,45,52.249996,17,1950,3,4,3.5,0.33333331,1,4.903089987,5.255272505,5.105510185,1.5,0.33333331,0.80000001,1,0.80000001,0.40000001,16,4.6,18,3,1,0,0.2,0,0.8,9.0240107,7.5482223,0
KHULIA C3 G1,1.4,1.4,4,45.2,0,0,5,60,0.60000002,60,1,1,1,0.4,1.6,28,54,123.7,26,1900,3,5,4,0.49999997,2,5.079181246,5.633468456,5.298853076,1.6,2.3,1,1,1,0.40000001,16,3.2,4.4,4.2,0.6,0,0,0.6,0.4,9.0240107,7.6009026,0
KHULIA C4 G1,1.5,1,4,39.25,0,0,4,50,0.25,50,1,0.5,1,0.75,1.5,28,53,108.91666,25,1875,2,5,4,1.9999999,3,5,5.079181246,5.06069784,1.5,1,1,0.5,1,0.75,16,3.75,16.75,5,0,0,0.25,0.25,0.5,9.0240107,7.6009026,0
KHUMARVAD C11 G1,1,0,4.25,35.5,0,0,4,100,0.75,100,0,1,1,0,0.0225,32,37,5.666667,5,3000,4,5,4.25,0.25,1,5.544068044,5.544068044,5.544068044,0.022499999,2.50E-05,0,1,1,0,1,3,33,3,1,0,1,0,0,8.9871969,8.0063677,0
KHUMARVAD C9 G1,1,1.333333333,4.5,35.16666667,0,0,6,83.333336,0.16666667,83.333336,0.166666667,1,1,0,0.018333333,20,54,151.36665,34,2916.6667,4,5,4.5,0.30000001,1,5.414973348,5.579783597,5.529344796,0.018333333,1.67E-05,0.16666667,1,1,0,1,2.833333333,26,5,0,0,0.833333333,0.166666667,0,8.9871969,8.0063677,0
KHUNAPALI C1 G1,0.75,0,3.5,48.25,0,0,4,100,1,50,0,0.5,1,0.75,1.75,39,54,44.249996,15,4000,3,5,3.5,1,2,5.230448921,5.230448921,5.230448921,1.75,1.5833335,0,0.5,1,0.75,1,3,15.75,5,0,0,1,0,0,8.9871969,8.2940493,1
KHUNTPALI C5 G1,1.571428571,1.666666667,4.428571429,39,0.142857143,0.142857143,7,57.142857,0.71428573,57.142857,1,0.857142857,1,0.857142857,3.214285714,28,46,57.333336,18,4000,2,6,4.4285712,2.2857141,4,4.84509804,4.903089987,4.879177848,3.2142856,1.9880952,1,0.85714287,1,0.85714287,23,1.857142857,6.714285714,1.571428571,2.571428571,0.571428571,0.428571429,0,0,8.9871969,8.2940493,0
KHUNTULAPALI C1 G1,0.25,0,3.75,43,0,0,4,100,0.75,25,1,0.5,1,0.25,1.25,33,54,77.999992,21,2000,3,4,3.75,0.25,1,5.079181246,5.176091259,5.113943352,1.25,0.25,1,0.5,1,0.25,26,3,26,5,0,0,1,0,0,8.9871969,7.6009026,0
KHUTAMUNDA C1 G1,1,1,4,41.5,0,0,4,75,0.75,50,0,0.25,1,0,1,36,52,53.666668,16,2000,3,5,4,1.3333333,2,4.875130745,5.130333768,5.027361841,1,0,0,0.25,1,0,12,2.25,20,5,0,0,0.25,0.75,0,8.9871969,7.6009026,0
KIMBUVA C1 G1,1,0,3.4,39,0,0,5,100,0.80000001,100,1,1,1,0,0,29,53,83.5,24,4000,0,6,3.4000001,4.8000002,6,5.544068044,5.544068044,5.544068044,0,0,1,1,1,0,21,3,22.8,5,0,0,1,0,0,8.9871969,8.2940493,0
KINJIRMA C1 G1,1,1,4,34.4,0,0,5,100,0.80000001,100,0,1,1,0,1,24,48,155.29999,24,3140,4,4,4,0,0,5.255272505,5.857332496,5.459392488,1,0,0,1,1,0,12,3,14.4,5,0,0,1,0,0,8.9871969,8.2427559,0
KIRASASAN C1 G1,1.5,1.666666667,4.25,37.25,0.25,0,4,75,0.75,50,1,0.75,1,0,1,30,49,72.916664,19,3000,4,5,4.25,0.25,1,5.041392685,5.204119983,5.088136089,1,0,1,0.75,1,0,34,4,21,3,1,0.25,0,0,0.75,8.9871969,8.0063677,0
KIRIPASHIRA C1 G1,0.857142857,0.333333333,4.428571429,34.85714286,0,0,7,85.714287,0.2857143,71.428574,0,0.857142857,1,0,0.400000009,22,52,118.80952,30,3585.7144,3,6,4.4285712,0.9523809,3,4.698970004,4.698970004,4.698970004,0.40000001,0.003333333,0,0.85714287,1,0,20,4.571428571,23.42857143,5,0,0,0,0.142857143,0.857142857,8.9871969,8.1605186,0
KIRIPASHIRA C2 G1,0.75,0.333333333,3.75,42.75,0,0,4,75,0.5,75,0,0.75,1,0,0.360000002,31,49,68.249992,18,3650,2,6,3.75,2.9166667,4,4.698970004,4.698970004,4.698970004,0.36000001,0.047733329,0,0.75,1,0,20,4.5,1,1,2,0,0.25,0,0.75,8.9871969,8.1605186,0
KIRIPASHIRA C3 G1,1.714285714,1,4.142857143,37.71428571,0,0,7,57.142857,0.2857143,71.428574,0,1,1,0,0.414285723,25,53,128.57143,28,3500,2,7,4.1428571,2.8095238,5,4.698970004,4.698970004,4.698970004,0.41428572,0.001428571,0,1,1,0,20,3.428571429,27.57142857,5,0,0,0.571428571,0.142857143,0.285714286,8.9871969,8.1605186,0
KIRIPASHIRA C4 G1,0.5,0,4.333333333,36.16666667,0,0,6,83.333336,0.83333331,100,0,1,1,0,0.40000001,28,48,85.766663,20,3500,3,6,4.3333335,1.0666666,3,3.698970004,4.698970004,4.62838893,0.40000001,0,0,1,1,0,20,2.833333333,20.66666667,5,0,0,0.833333333,0.166666667,0,8.9871969,8.1605186,0
KIRIPASHIRA C5 G1,2.333333333,2.6,4.666666667,35.66666667,0,0,6,66.666664,0.66666669,66.666664,0,0.833333333,1,0,0.768333317,24,54,117.86667,30,3500,3,6,4.6666665,1.0666666,3,4.698970004,4.698970004,4.698970004,0.76833332,0.10401666,0,0.83333331,1,0,20,3.666666667,22.33333333,5,0,0,0.666666667,0,0.333333333,8.9871969,8.1605186,0
KIRMIRA C12 G1,1,1.5,4.4,37.6,0.2,0.2,5,60,0.80000001,80,0,0.8,1,0,0.4,28,48,71.299995,20,3000,4,6,4.4000001,0.79999995,2,5.33243846,5.949390007,5.544068044,0.40000001,0.30000001,0,0.80000001,1,0,1,4.2,23.4,5,0,0,0.4,0,0.6,8.9871969,8.0063677,0
KIRMIRA C2 G1,2.333333333,3,3,36.66666667,0,0,6,50,0.5,33.333332,0,0.833333333,1,0.333333333,1.5,23,51,119.46666,28,3083.3333,2,4,3,0.40000001,2,5.278753601,5.342422681,5.325652477,1.5,3.5000002,0,0.83333331,1,0.33333334,1,3,15.66666667,5,0,0.5,0,0,0.5,8.9871969,8.0063677,0
KIRMIRA C3 G1,1.4,1.5,4.4,35.4,0.2,0,5,60,0.60000002,100,0,0.8,1,0.2,0.6,25,43,49.299999,18,3200,3,6,4.4000001,1.3000001,3,5.274157849,5.389166084,5.314288661,0.60000002,0.79999995,0,0.80000001,1,0.2,1,2.8,11.2,5,0,0,0.2,0.6,0.2,8.9871969,8.0063677,0
KIRMIRA C5 G1,1.8,3,3,44.4,0,0,5,80,1,60,0,0.4,1,0.4,2.4,32,53,78.799995,21,3000,2,4,3,0.49999997,2,5.338456494,5.342422681,5.339252634,2.4000001,5.8000002,0,0.40000001,1,0.40000001,1,2.8,19.8,5,0,0,0.8,0.2,0,8.9871969,8.0063677,0
KIRMIRA C6 G1,1,1,4,43.2,0,0,5,40,0.60000002,60,0,0.4,1,0.2,1.2,36,48,37.700001,12,3000,3,5,4,0.49999997,2,5.33243846,5.963787827,5.553640336,1.2,0.19999999,0,0.40000001,1,0.2,1,3.6,7,3.4,0.8,0,0.4,0.2,0.4,8.9871969,8.0063677,0
KISHANVADI C1 G1,0.4,0.4,4.4,34.8,0,0,5,100,1,60,0.2,1,1,0,0,29,42,33.700001,13,3500,4,5,4.4000001,0.30000001,1,5.447158031,5.447158031,5.447158031,0,0,0.2,1,1,0,22,1,21,3.4,0.8,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C100 G1,1,1,4.8,39.8,0,0,5,60,0.2,100,0,1,1,0,0,34,50,40.700001,16,4000,4,6,4.8000002,1.2,2,5.301029996,5.361727836,5.31386722,0,0,0,1,1,0,22,3,14.8,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C101 G1,1,0,4.75,45.75,1,0,4,100,0.75,75,0,0.75,1,0,0,42,53,24.916666,11,3500,4,5,4.75,0.25,1,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,16,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C107 G1,1,1,4.75,32.75,0.75,0.5,4,100,0.75,75,0,0.75,1,0,0,21,52,184.91667,31,4000,2,8,4.75,7.583334,6,4.903089987,4.903089987,4.903089987,0,0,0,0.75,1,0,22,3,24,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C110 G1,1.4,0,4.8,31,0,0,5,100,1,100,0,1,1,0,0,23,40,42.499996,17,3500,4,5,4.8000002,0.19999999,1,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,16,1,2,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C111 G1,1,1,3.4,32.6,0,0,5,100,0.2,60,0,0.8,1,0,0,23,40,78.300011,17,4000,2,4,3.4000001,0.79999995,2,4.903089987,4.903089987,4.903089987,0,0,0,0.80000001,1,0,22,3,4.4,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C112 G1,1,1,4,32.5,0.25,0.25,4,75,0.25,50,0,1,1,0,0,24,44,75.666664,20,4000,4,4,4,0,0,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,24,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C118 G1,1,1,4.25,32,0.25,0,4,100,0.75,100,0,1,1,0,0,21,43,83.333328,22,4000,3,6,4.25,1.5833335,3,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,20.75,4,0.5,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C122 G1,1.5,0,4.75,40.25,0,0,4,100,0.5,100,0,1,1,0,0,33,48,37.583332,15,3500,4,5,4.75,0.25,1,5.397940009,5.447158031,5.435366507,0,0,0,1,1,0,22,1,27,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C122 G2,1.8,0,5.4,40.8,0.2,0,5,100,0.80000001,80,0,0.8,1,0,0,35,54,57.700001,19,3560,4,9,5.4000001,4.3000002,5,5.447158031,6.387389826,5.852479994,0,0,0,0.80000001,1,0,22,1,33,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C124 G1,1,1,4.666666667,35.66666667,0,0,6,83.333336,0.83333331,83.333336,0,0.833333333,1,0,0,21,44,67.466675,23,4000,3,6,4.6666665,1.4666667,3,4.903089987,4.903089987,4.903089987,0,0,0,0.83333331,1,0,22,3,26,3,1.5,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C127 G1,1.5,0,4.75,49.75,0.5,0,4,100,1,100,0,0.25,1,0,0,43,54,22.916668,11,3575,4,6,4.75,0.91666663,2,5.397940009,5.447158031,5.435366507,0,0,0,0.25,1,0,22,1,16,5,0,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C129 G1,1,1,4.5,32.5,0,0,4,100,0.75,50,0,1,1,0,0,24,42,97,18,4000,4,5,4.5,0.33333331,1,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,22,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C13 G3,1,0.166666667,6.333333333,32.83333333,0.833333333,0.666666667,6,83.333336,0.16666667,100,0,1,1,0,0,22,45,66.166672,23,3500,4,9,6.3333335,3.0666666,5,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,26,1.666666667,1.666666667,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C130 G1,1.4,1.5,4.4,39.4,0,0,5,80,0.2,60,0,0.8,1,0,0,35,49,33.299999,14,4200,4,5,4.4000001,0.30000001,1,4.903089987,5.113943352,4.991226076,0,0,0,0.80000001,1,0,22,3.4,24.6,2.6,1.2,0,0.8,0,0.2,8.9871969,8.2940493,0
KISHANVADI C132 G1,1,1,2.75,43,0.75,0.25,4,100,0.75,75,0,0.25,1,0,0,20,53,241.99998,33,4000,2,4,2.75,0.91666663,2,4.903089987,4.903089987,4.903089987,0,0,0,0.25,1,0,22,3,7.25,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C133 G1,1.5,0,5,39.75,1,0.25,4,75,0.25,100,0,0.75,1,0,0,25,49,126.24999,24,3500,5,5,5,0,0,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,16,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C135 G1,1.5,0.75,4.75,32.5,0,0,4,75,1,100,0.25,1,1,0,0,25,47,99.666664,22,3875,4,6,4.75,0.91666663,2,4.903089987,5.380211242,5.079181246,0,0,0.25,1,1,0,22,2.5,28.75,5,0,0.25,0.75,0,0,8.9871969,8.2940493,0
KISHANVADI C135 G2,1,0.75,4.5,37.5,0,0,4,100,0.5,100,0,1,1,0,0,26,47,112.33334,21,4000,4,5,4.5,0.33333331,1,4.903089987,5.079181246,4.954242509,0,0,0,1,1,0,22,3,24.5,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C137 G1,3,0,5.5,45.75,1,0.5,4,50,0.25,75,0,0.5,1,0,0,44,51,12.25,7,3425,5,6,5.5,0.33333331,1,5.380211242,5.380211242,5.380211242,0,0,0,0.5,1,0,22,1,16,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C141 G1,1,1,4.2,41.8,0,0,5,60,0.2,100,0,0.8,1,0,0,32,53,77.699997,21,4000,4,5,4.1999998,0.19999999,1,4.903089987,4.903089987,4.903089987,0,0,0,0.80000001,1,0,22,3,26,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C147 G1,1,1,4.4,38,0,0,5,80,0.2,60,0,0.8,1,0,0,25,52,94.000008,27,4000,4,5,4.4000001,0.30000001,1,4.903089987,4.903089987,4.903089987,0,0,0,0.80000001,1,0,22,2.6,21,5,0,0.2,0.8,0,0,8.9871969,8.2940493,0
KISHANVADI C148 G1,1,1,4.25,37.75,0.25,0,4,100,1,100,0,1,1,0,0,27,49,94.250008,22,4000,4,5,4.25,0.25,1,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,1,5,0,0,1,0,0,8.9871969,8.2940493,1
KISHANVADI C153 G1,1.571428571,2.2,4.428571429,43.28571429,0.142857143,0,7,57.142857,0.14285715,42.857143,0,0.714285714,1,0,0,27,51,71.571426,24,4428.5713,2,6,4.4285712,1.952381,4,4.903089987,6.198657087,6.083553822,0,0,0,0.71428573,1,0,22,2.714285714,18.14285714,5,0,0.142857143,0.857142857,0,0,8.9871969,8.4118328,0
KISHANVADI C155 G1,1,0.666666667,4.75,37.25,0.5,0.25,4,75,0.25,100,0,0.75,1,0,0,29,51,104.25,22,4000,4,7,4.75,2.25,3,4.903089987,4.903089987,4.903089987,0,0,0,0.75,1,0,22,3.5,6.25,2,1.5,0,0.75,0,0.25,8.9871969,8.2940493,0
KISHANVADI C164 G1,1,1,4,39.2,0.4,0.4,5,100,0.60000002,100,0,1,1,0,0,28,46,45.700001,18,4000,4,4,4,0,0,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,33,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C167 G1,2,1.666666667,5,45,0.25,0,4,50,0.25,75,0,0.75,1,0,0,39,49,20.666666,10,4250,4,6,5,1.3333333,2,4.903089987,6.130333768,5.838849091,0,0,0,0.75,1,0,22,3,9.25,5,0,0,1,0,0,8.9871969,8.35294105,0
KISHANVADI C170 G1,1,1,3.4,33.2,0,0,5,100,0.80000001,100,0,1,1,0,0,23,49,111.2,26,4000,2,5,3.4000001,1.3000001,3,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,7.6,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C171 G1,1,1,4,37.25,0,0,4,75,0.25,100,0,0.75,1,0,0,27,44,58.25,17,4000,4,4,4,0,0,4.903089987,4.903089987,4.903089987,0,0,0,0.75,1,0,22,3.5,8.5,5,0,0,0.75,0,0.25,8.9871969,8.2940493,0
KISHANVADI C174 G1,1,1,3,32.25,0,0,4,75,0.25,100,0,1,1,0,0,24,47,102.91666,23,4000,2,4,3,1.3333333,2,4.903089987,5.903089987,5.414973348,0,0,0,1,1,0,22,3,22.5,5,0,0,1,0,0,8.9871969,8.2940493,0
KISHANVADI C175 G1,0.833333333,1.2,4.166666667,39.66666667,0.666666667,0.333333333,6,100,1,100,0,0.833333333,1,0,0,27,49,70.26667,22,4000,2,7,4.1666665,2.9666665,5,4.903089987,4.903089987,4.903089987,0,0,0,0.83333331,1,0,22,3,31,1.666666667,1.666666667,0,1,0,0,8.9871969,8.2940493,1
KISHANVADI C177 G1,1.8,2.2,4,33.8,0,0,5,60,0.2,40,0,1,1,0,0,27,45,50.700001,18,4400,4,4,4,0,0,4.903089987,6.195899652,5.942008053,0,0,0,1,1,0,22,3.8,26,5,0,0,0.6,0,0.4,8.9871969,8.4118328,0
KISHANVADI C19 G1,1.285714286,0.6,4.714285714,35.42857143,0.428571429,0.285714286,7,57.142857,0.14285715,100,0,0.714285714,1,0,0,25,47,68.619057,22,3500,2,6,4.7142859,2.9047618,4,5.447158031,5.447158031,5.447158031,0,0,0,0.71428573,1,0,22,1,25,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C2 G1,1,0.333333333,5,43.2,0,0,5,100,0.60000002,40,0,0.6,1,0,0,33,54,97.199997,21,3500,3,7,5,2.5,4,5.447158031,5.447158031,5.447158031,0,0,0,0.60000002,1,0,22,1,26,4.2,0.4,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C22 G1,1.5,1.5,4.25,31.75,0.75,0.5,4,50,0.75,100,0,1,1,0,0,26,47,103.58333,21,3500,2,6,4.25,2.9166667,4,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,31,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C23 G1,1.625,0.75,4.625,37.25,0.125,0.125,8,62.5,0.125,100,0,1,1,0,0,28,50,76.499992,22,3500,3,6,4.625,1.4107144,3,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,1,26,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C24 G1,0.833333333,0.75,5.333333333,37.5,0.166666667,0,6,100,0.66666669,100,0,0.666666667,1,0,0,24,50,109.9,26,3500,5,6,5.3333335,0.26666665,1,5.447158031,5.447158031,5.447158031,0,0,0,0.66666669,1,0,22,1,1.833333333,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C3 G1,1,1,3.5,30.5,0.25,0.25,4,75,0.25,100,0,1,1,0,0,27,38,25.666666,11,3500,2,5,3.5,1.6666665,3,5.447158031,5.447158031,5.447158031,0,0,0,1,1,0,22,2,26,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C30 G1,1,0,4.75,43.75,0.5,0,4,100,0.75,100,0,0.75,1,0,0,39,52,34.916668,13,3500,3,6,4.75,1.5833335,3,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,21,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C32 G1,1.25,0,4.25,45.75,0,0,4,100,0.75,100,0,0.75,1,0,0,41,53,26.250002,12,3500,3,6,4.25,1.5833335,3,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,18,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C34 G1,1.285714286,1.5,4.428571429,37,0.142857143,0.142857143,7,100,0.71428573,100,0,0.857142857,1,0,0,25,54,91.666672,29,3500,2,6,4.4285712,2.2857141,4,5.447158031,5.447158031,5.447158031,0,0,0,0.85714287,1,0,22,1,22.57142857,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C35 G1,0.8,1.2,5.2,34.4,0,0,5,100,0.80000001,100,0,1,1,0,0,30,37,6.8000002,7,3500,4,7,5.1999998,1.2,3,4.806179974,5.447158031,5.374381698,0,0,0,1,1,0,22,1,22,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C35 G2,1,0.6,4.5,36.66666667,0.333333333,0.166666667,6,100,1,66.666664,0,0.833333333,1,0,0,27,46,64.266663,19,3500,2,8,4.5,5.0999999,6,5.447158031,5.447158031,5.447158031,0,0,0,0.83333331,1,0,22,1,22,5,0,1,0,0,0,8.9871969,8.1605186,1
KISHANVADI C36 G1,1.666666667,0,5,34.33333333,0.666666667,0.333333333,6,100,0.66666669,83.333336,0,0.833333333,1,0,0,26,43,57.066669,17,3500,2,7,5,3.1999998,5,5.477121255,5.477121255,5.477121255,0,0,0,0.83333331,1,0,22,1,31.16666667,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C36 G2,1.8,0,3.6,38.8,0.4,0,5,100,0.60000002,60,0,0.6,1,0,0,28,49,58.700001,21,3500,0,5,3.5999999,4.3000002,5,5.477121255,5.477121255,5.477121255,0,0,0,0.60000002,1,0,22,1,26.4,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C38 G1,1,0,4,39.25,0.25,0,4,100,0.75,75,0,0.75,1,0,0,35,43,12.25,8,3500,2,9,4,11.333333,7,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,11.5,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C39 G1,1.857142857,0,5.428571429,38.85714286,0.571428571,0,7,100,0.5714286,100,0,0.857142857,1,0,0,28,48,59.809521,20,3500,4,9,5.4285712,3.2857141,5,5.447158031,5.477121255,5.47296527,0,0,0,0.85714287,1,0,22,1,33,4.428571429,0.285714286,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C41 G1,2,2,5,38.5,0,0,4,100,0.5,75,0,0.75,1,0,0,30,51,106.99999,21,3500,4,6,5,0.66666669,2,5.447158031,5.447158031,5.447158031,0,0,0,0.75,1,0,22,1,20,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C42 G1,1.75,0,5.125,37.625,0,0,8,87.5,0.125,100,0,1,1,0,0,26,50,78.26786,24,3500,3,7,5.125,2.4107141,4,5.447158031,5.491361694,5.45484486,0,0,0,1,1,0,22,1,21,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C42 G2,2.333333333,0.25,4.166666667,38.66666667,0.333333333,0,6,100,0.83333331,66.666664,0,0.666666667,1,0,0,23,53,125.06667,30,3500,3,6,4.1666665,1.3666667,3,5.447158031,5.447158031,5.447158031,0,0,0,0.66666669,1,0,22,1,22.5,4.333333333,0.333333333,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C44 G1,1.4,0,4.2,36.8,0.6,0.2,5,80,0.2,100,0,0.8,1,0,0,19,52,172.2,33,3500,4,5,4.1999998,0.19999999,1,4.806179974,5.447158031,5.374381698,0,0,0,0.80000001,1,0,22,1,1,5,0,1,0,0,0,8.9871969,8.1605186,0
KISHANVADI C47 G1,2.2,0,4,38.4,0,0,5,100,0.80000001,100,0,0.8,1,0,0,28,46,53.299999,18,3500,3,5,4,0.49999997,2,5.447158031,5.447158031,5.447158031,0,0,0,0.80000001,1,0,22,1,20,5,0,1,0,0,0,8.9871969,8.1605186,0
